"unit","nace_r2","indic_se","geo","time","values"
"Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings","Spain",2015-01-01,43.5
"Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings","France",2015-01-01,58.5
"Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings","Luxembourg",2015-01-01,63
"Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings","Malta",2015-01-01,56.5
"Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings","Netherlands",2015-01-01,51.6
"Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings","Portugal",2015-01-01,63.1
"Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings","Slovakia",2015-01-01,48.8
"Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings","United Kingdom",2015-01-01,51.8
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Albania",2015-01-01,45.9
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Bulgaria",2015-01-01,41.2
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Czechia",2015-01-01,34.4
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Germany",2015-01-01,41.8
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Estonia",2015-01-01,37.4
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Spain",2015-01-01,33.8
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","France",2015-01-01,47.1
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Croatia",2015-01-01,40.3
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Hungary",2015-01-01,45.3
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Ireland",2015-01-01,42.3
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Lithuania",2015-01-01,46.6
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Luxembourg",2015-01-01,47
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Latvia",2015-01-01,46.9
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Montenegro",2015-01-01,39.7
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Malta",2015-01-01,45.7
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Netherlands",2015-01-01,42.7
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Poland",2015-01-01,45.4
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Portugal",2015-01-01,44.5
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Romania",2015-01-01,40.4
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Serbia",2015-01-01,46.3
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Slovenia",2015-01-01,50.8
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Slovakia",2015-01-01,37.9
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","United Kingdom",2015-01-01,40.8
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings","Albania",2015-01-01,66.4
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings","Germany",2015-01-01,48.6
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings","Spain",2015-01-01,40
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings","France",2015-01-01,59.5
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings","Luxembourg",2015-01-01,59.1
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings","Malta",2015-01-01,54.2
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings","Netherlands",2015-01-01,50.2
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings","Portugal",2015-01-01,63.6
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings","Slovakia",2015-01-01,48.2
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings","United Kingdom",2015-01-01,49.6
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Albania",2014-01-01,46.8
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Belgium",2014-01-01,44
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Bulgaria",2014-01-01,40.5
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Czechia",2014-01-01,32.8
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Estonia",2014-01-01,35.9
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Spain",2014-01-01,36
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","France",2014-01-01,46.4
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Croatia",2014-01-01,38.8
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Hungary",2014-01-01,43.3
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Ireland",2014-01-01,44.6
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Lithuania",2014-01-01,46.4
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Luxembourg",2014-01-01,50.3
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Latvia",2014-01-01,44.1
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Montenegro",2014-01-01,39.5
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Malta",2014-01-01,46.9
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Netherlands",2014-01-01,43.2
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Poland",2014-01-01,45.3
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Portugal",2014-01-01,44.1
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Romania",2014-01-01,38.5
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Serbia",2014-01-01,44
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Slovenia",2014-01-01,52.8
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Slovakia",2014-01-01,35.4
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Türkiye",2014-01-01,62.1
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","United Kingdom",2014-01-01,40.2
"Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings","Albania",2014-01-01,99.9
"Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings","Belgium",2014-01-01,50.5
"Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings","Bulgaria",2014-01-01,62.6
"Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings","Spain",2014-01-01,43
"Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings","France",2014-01-01,58.6
"Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings","Ireland",2014-01-01,45.2
"Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings","Lithuania",2014-01-01,60.5
"Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings","Luxembourg",2014-01-01,64
"Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings","Malta",2014-01-01,56
"Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings","Netherlands",2014-01-01,51.7
"Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings","Portugal",2014-01-01,63.2
"Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings","Slovakia",2014-01-01,46.5
"Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings","Türkiye",2014-01-01,92.4
"Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings","United Kingdom",2014-01-01,51.3
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Albania",2014-01-01,52.6
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Bulgaria",2014-01-01,40.3
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Czechia",2014-01-01,32.8
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Estonia",2014-01-01,36.2
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Spain",2014-01-01,34.2
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","France",2014-01-01,47.4
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Croatia",2014-01-01,38.2
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Hungary",2014-01-01,45.5
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Ireland",2014-01-01,42.7
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Lithuania",2014-01-01,45.7
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Luxembourg",2014-01-01,47.6
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Latvia",2014-01-01,44.4
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Montenegro",2014-01-01,39.8
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Malta",2014-01-01,44.6
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Netherlands",2014-01-01,43.3
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Poland",2014-01-01,45.1
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Portugal",2014-01-01,44.9
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Romania",2014-01-01,38.4
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Serbia",2014-01-01,43.7
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Slovenia",2014-01-01,51.2
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Slovakia",2014-01-01,36.4
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Türkiye",2014-01-01,59.7
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","United Kingdom",2014-01-01,40.1
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings","Albania",2014-01-01,99.9
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings","Bulgaria",2014-01-01,58.7
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings","Spain",2014-01-01,40.1
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings","France",2014-01-01,59.7
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings","Ireland",2014-01-01,42.5
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings","Lithuania",2014-01-01,54.9
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings","Luxembourg",2014-01-01,59.8
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings","Malta",2014-01-01,53.1
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings","Netherlands",2014-01-01,50.6
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings","Portugal",2014-01-01,64.1
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings","Slovakia",2014-01-01,46.1
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings","Türkiye",2014-01-01,91.9
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings","United Kingdom",2014-01-01,48.9
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Belgium",2013-01-01,45.5
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Bulgaria",2013-01-01,39.2
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Czechia",2013-01-01,32.6
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Estonia",2013-01-01,34.1
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Spain",2013-01-01,36.1
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","France",2013-01-01,46.9
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Croatia",2013-01-01,38.6
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Hungary",2013-01-01,43.3
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Ireland",2013-01-01,44.6
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Lithuania",2013-01-01,48.3
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Luxembourg",2013-01-01,50.4
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Latvia",2013-01-01,42
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Montenegro",2013-01-01,39
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Malta",2013-01-01,47.5
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Netherlands",2013-01-01,43.3
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Poland",2013-01-01,44.6
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Portugal",2013-01-01,42.7
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Romania",2013-01-01,36.3
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Serbia",2013-01-01,45
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Slovenia",2013-01-01,53.2
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Slovakia",2013-01-01,36
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","United Kingdom",2013-01-01,39.3
"Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings","Belgium",2013-01-01,52.6
"Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings","Spain",2013-01-01,44.5
"Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings","France",2013-01-01,59.2
"Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings","Luxembourg",2013-01-01,63.9
"Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings","Malta",2013-01-01,56.6
"Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings","Netherlands",2013-01-01,51.7
"Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings","Portugal",2013-01-01,60.8
"Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings","Slovakia",2013-01-01,46.9
"Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings","United Kingdom",2013-01-01,50.6
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Bulgaria",2013-01-01,39
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Czechia",2013-01-01,32.6
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Estonia",2013-01-01,34.6
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Spain",2013-01-01,34.3
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","France",2013-01-01,47.9
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Croatia",2013-01-01,37.9
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Hungary",2013-01-01,45.1
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Ireland",2013-01-01,42.5
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Lithuania",2013-01-01,47.3
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Luxembourg",2013-01-01,47.7
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Latvia",2013-01-01,42.1
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Montenegro",2013-01-01,39.7
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Malta",2013-01-01,46.3
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Netherlands",2013-01-01,43.4
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Poland",2013-01-01,44.3
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Portugal",2013-01-01,43.1
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Romania",2013-01-01,35.8
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Serbia",2013-01-01,44.4
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Slovenia",2013-01-01,51.4
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Slovakia",2013-01-01,36.9
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","United Kingdom",2013-01-01,39.3
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings","Spain",2013-01-01,41.3
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings","France",2013-01-01,60.1
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings","Luxembourg",2013-01-01,59.6
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings","Malta",2013-01-01,52.7
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings","Netherlands",2013-01-01,50.7
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings","Portugal",2013-01-01,61.4
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings","Slovakia",2013-01-01,46.4
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings","United Kingdom",2013-01-01,48.3
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Belgium",2012-01-01,46.1
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Bulgaria",2012-01-01,37.9
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Czechia",2012-01-01,31.6
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Estonia",2012-01-01,33
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Spain",2012-01-01,36.4
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","France",2012-01-01,47.1
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Croatia",2012-01-01,37
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Hungary",2012-01-01,42.5
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Ireland",2012-01-01,45.2
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Lithuania",2012-01-01,42
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Luxembourg",2012-01-01,49.5
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Latvia",2012-01-01,43.4
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Malta",2012-01-01,46.7
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Netherlands",2012-01-01,43.3
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Poland",2012-01-01,43.5
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Portugal",2012-01-01,42.9
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Romania",2012-01-01,34.1
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Serbia",2012-01-01,46.6
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Slovenia",2012-01-01,52.2
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Slovakia",2012-01-01,35.6
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","United Kingdom",2012-01-01,39.6
"Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings","Belgium",2012-01-01,53
"Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings","Spain",2012-01-01,44.4
"Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings","France",2012-01-01,59.5
"Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings","Luxembourg",2012-01-01,62.3
"Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings","Malta",2012-01-01,55.4
"Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings","Netherlands",2012-01-01,51.9
"Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings","Portugal",2012-01-01,61.9
"Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings","Slovakia",2012-01-01,46.3
"Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings","United Kingdom",2012-01-01,51
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Bulgaria",2012-01-01,37.8
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Czechia",2012-01-01,31.7
